Time,time,t_in_C,t_out_C,light_lux
2016-05-08 08:10:00,0.0,24.875,20.062,14.7
2016-05-08 08:15:00,300.0,23.375,16.562,24.4
2016-05-08 08:20:00,600.0,22.125,15.187000000000001,42.6
2016-05-08 08:25:00,900.0,21.375,14.687000000000001,46.9
2016-05-08 08:30:00,1200.0,20.936999999999998,14.375,46.1
2016-05-08 08:35:00,1500.0,20.686999999999998,14.375,52.9
2016-05-08 08:40:00,1800.0,20.5,14.687000000000001,59.2
2016-05-08 08:45:00,2100.0,20.437,15.062000000000001,60.8
2016-05-08 08:50:00,2400.0,20.437,15.187000000000001,60.3
2016-05-08 08:55:00,2700.0,20.437,15.5,57.8
2016-05-08 09:00:00,3000.0,20.375,15.375,57.3
2016-05-08 09:05:00,3300.0,20.375,15.687000000000001,78.0
2016-05-08 09:10:00,3600.0,20.375,16.0,76.2
2016-05-08 09:15:00,3900.0,20.437,15.875,72.7
2016-05-08 09:20:00,4200.0,20.437,15.687000000000001,77.0
2016-05-08 09:25:00,4500.0,20.437,15.75,60.8
2016-05-08 09:30:00,4800.0,20.375,15.687000000000001,56.3
2016-05-08 09:35:00,5100.0,20.375,15.687000000000001,56.3
2016-05-08 09:40:00,5400.0,20.312,15.687000000000001,49.7
2016-05-08 09:45:00,5700.0,20.312,15.875,51.4
2016-05-08 09:50:00,6000.0,20.25,15.875,56.1
2016-05-08 09:55:00,6300.0,20.25,16.062,67.1
2016-05-08 10:00:00,6600.0,20.25,16.25,61.7
2016-05-08 10:05:00,6900.0,20.25,16.375,84.5
2016-05-08 10:10:00,7200.0,20.312,16.625,85.9
2016-05-08 10:15:00,7500.0,20.375,17.187,99.7
2016-05-08 10:20:00,7800.0,20.437,17.562,96.7
2016-05-08 10:25:00,8100.0,20.5,18.187,97.5
2016-05-08 10:30:00,8400.0,20.625,18.437,90.2
2016-05-08 10:35:00,8700.0,20.686999999999998,18.25,93.8
2016-05-08 10:40:00,9000.0,20.686999999999998,18.062,75.4
2016-05-08 10:45:00,9300.0,20.686999999999998,17.687,81.7
2016-05-08 10:50:00,9600.0,20.686999999999998,17.75,95.9
2016-05-08 10:55:00,9900.0,20.686999999999998,17.937,97.9
2016-05-08 11:00:00,10200.0,20.75,18.25,109.7
2016-05-08 11:05:00,10500.0,20.811999999999998,18.562,109.0
2016-05-08 11:10:00,10800.0,20.875,18.625,111.7
2016-05-08 11:15:00,11100.0,20.936999999999998,19.125,118.4
2016-05-08 11:20:00,11400.0,21.061999999999998,19.187,118.5
2016-05-08 11:25:00,11700.0,21.186999999999998,19.375,133.6
2016-05-08 11:30:00,12000.0,21.25,19.625,135.3
2016-05-08 11:35:00,12300.0,21.375,20.0,117.2
2016-05-08 11:40:00,12600.0,21.436999999999998,19.937,125.7
2016-05-08 11:45:00,12900.0,21.561999999999998,20.625,120.6
2016-05-08 11:50:00,13200.0,21.561999999999998,20.187,107.5
2016-05-08 11:55:00,13500.0,21.625,19.875,119.4
2016-05-08 12:00:00,13800.0,21.625,20.0,123.1
2016-05-08 12:05:00,14100.0,21.686999999999998,20.312,145.0
2016-05-08 12:10:00,14400.0,21.811999999999998,20.561999999999998,150.7
2016-05-08 12:15:00,14700.0,21.811999999999998,20.5,114.2
2016-05-08 12:20:00,15000.0,21.875,20.375,116.6
2016-05-08 12:25:00,15300.0,21.875,20.437,125.3
2016-05-08 12:30:00,15600.0,21.936999999999998,20.625,140.8
2016-05-08 12:35:00,15900.0,22.0,21.0,152.0
2016-05-08 12:40:00,16200.0,22.125,21.625,167.6
2016-05-08 12:45:00,16500.0,22.186999999999998,21.75,128.2
2016-05-08 12:50:00,16800.0,22.186999999999998,21.436999999999998,93.2
2016-05-08 12:55:00,17100.0,22.186999999999998,20.5,80.0
2016-05-08 13:00:00,17400.0,22.061999999999998,19.812,85.3
2016-05-08 13:05:00,17700.0,22.0,19.5,84.5
2016-05-08 13:10:00,18000.0,21.875,19.375,95.2
2016-05-08 13:15:00,18300.0,21.811999999999998,19.687,95.2
2016-05-08 13:20:00,18600.0,21.75,19.625,97.0
2016-05-08 13:25:00,18900.0,21.686999999999998,19.375,91.9
2016-05-08 13:30:00,19200.0,21.686999999999998,19.062,92.3
2016-05-08 13:35:00,19500.0,21.625,19.062,96.6
2016-05-08 13:40:00,19800.0,21.561999999999998,19.375,97.8
2016-05-08 13:45:00,20100.0,21.561999999999998,19.125,94.3
2016-05-08 13:50:00,20400.0,21.561999999999998,19.125,92.5
